"","macrorregiao","mes_ano","nivel_atencao","categoria","fte_mensal","qtd_mensal"
"2428","Macrorregião Nordeste",2019-04-01,"APS","Enfermeiro",59680,373
"2429","Macrorregião Nordeste",2019-04-01,"APS","Médico",58052,362.825
"2430","Macrorregião Nordeste",2019-04-01,"Atenção Secundária","Enfermeiro",544,3.4
"2431","Macrorregião Nordeste",2019-04-01,"Atenção Secundária","Médico",3820,23.875
"2432","Macrorregião Nordeste",2019-05-01,"APS","Enfermeiro",60460,377.875
"2433","Macrorregião Nordeste",2019-05-01,"APS","Médico",56724,354.525
"2434","Macrorregião Nordeste",2019-05-01,"Atenção Secundária","Enfermeiro",544,3.4
"2435","Macrorregião Nordeste",2019-05-01,"Atenção Secundária","Médico",3900,24.375
"2436","Macrorregião Nordeste",2019-06-01,"APS","Enfermeiro",59780,373.625
"2437","Macrorregião Nordeste",2019-06-01,"APS","Médico",58732,367.075
"2438","Macrorregião Nordeste",2019-06-01,"Atenção Secundária","Enfermeiro",544,3.4
"2439","Macrorregião Nordeste",2019-06-01,"Atenção Secundária","Médico",3844,24.025
"2440","Macrorregião Nordeste",2019-07-01,"APS","Enfermeiro",59996,374.975
"2441","Macrorregião Nordeste",2019-07-01,"APS","Médico",57596,359.975
"2442","Macrorregião Nordeste",2019-07-01,"Atenção Secundária","Enfermeiro",544,3.4
"2443","Macrorregião Nordeste",2019-07-01,"Atenção Secundária","Médico",3796,23.725
"2444","Macrorregião Nordeste",2019-08-01,"APS","Enfermeiro",61276,382.975
"2445","Macrorregião Nordeste",2019-08-01,"APS","Médico",59612,372.575
"2446","Macrorregião Nordeste",2019-08-01,"Atenção Secundária","Enfermeiro",544,3.4
"2447","Macrorregião Nordeste",2019-08-01,"Atenção Secundária","Médico",3844,24.025
"2448","Macrorregião Nordeste",2019-09-01,"APS","Enfermeiro",60716,379.475
"2449","Macrorregião Nordeste",2019-09-01,"APS","Médico",59596,372.475
"2450","Macrorregião Nordeste",2019-09-01,"Atenção Secundária","Enfermeiro",704,4.4
"2451","Macrorregião Nordeste",2019-09-01,"Atenção Secundária","Médico",3748,23.425
"2452","Macrorregião Nordeste",2019-10-01,"APS","Enfermeiro",60316,376.975
"2453","Macrorregião Nordeste",2019-10-01,"APS","Médico",60780,379.875
"2454","Macrorregião Nordeste",2019-10-01,"Atenção Secundária","Enfermeiro",704,4.4
"2455","Macrorregião Nordeste",2019-10-01,"Atenção Secundária","Médico",3844,24.025
"2456","Macrorregião Nordeste",2019-11-01,"APS","Enfermeiro",60316,376.975
"2457","Macrorregião Nordeste",2019-11-01,"APS","Médico",61208,382.55
"2458","Macrorregião Nordeste",2019-11-01,"Atenção Secundária","Enfermeiro",704,4.4
"2459","Macrorregião Nordeste",2019-11-01,"Atenção Secundária","Médico",3956,24.725
"2460","Macrorregião Nordeste",2019-12-01,"APS","Enfermeiro",60956,380.975
"2461","Macrorregião Nordeste",2019-12-01,"APS","Médico",62192,388.7
"2462","Macrorregião Nordeste",2019-12-01,"Atenção Secundária","Enfermeiro",704,4.4
"2463","Macrorregião Nordeste",2019-12-01,"Atenção Secundária","Médico",3956,24.725
"2464","Macrorregião Nordeste",2020-01-01,"APS","Enfermeiro",65124,407.025
"2465","Macrorregião Nordeste",2020-01-01,"APS","Médico",63288,395.55
"2466","Macrorregião Nordeste",2020-01-01,"Atenção Secundária","Enfermeiro",584,3.65
"2467","Macrorregião Nordeste",2020-01-01,"Atenção Secundária","Médico",3808,23.8
"2468","Macrorregião Nordeste",2020-02-01,"APS","Enfermeiro",64548,403.425
"2469","Macrorregião Nordeste",2020-02-01,"APS","Médico",62864,392.9
"2470","Macrorregião Nordeste",2020-02-01,"Atenção Secundária","Enfermeiro",584,3.65
"2471","Macrorregião Nordeste",2020-02-01,"Atenção Secundária","Médico",4128,25.8
"2472","Macrorregião Nordeste",2020-03-01,"APS","Enfermeiro",64788,404.925
"2473","Macrorregião Nordeste",2020-03-01,"APS","Médico",62744,392.15
"2474","Macrorregião Nordeste",2020-03-01,"Atenção Secundária","Enfermeiro",584,3.65
"2475","Macrorregião Nordeste",2020-03-01,"Atenção Secundária","Médico",4160,26
"2476","Macrorregião Nordeste",2020-04-01,"APS","Enfermeiro",64676,404.225
"2477","Macrorregião Nordeste",2020-04-01,"APS","Médico",67268,420.425
"2478","Macrorregião Nordeste",2020-04-01,"Atenção Secundária","Enfermeiro",584,3.65
"2479","Macrorregião Nordeste",2020-04-01,"Atenção Secundária","Médico",4112,25.7
"2480","Macrorregião Nordeste",2020-05-01,"APS","Enfermeiro",66412,415.075
"2481","Macrorregião Nordeste",2020-05-01,"APS","Médico",71476,446.725
"2482","Macrorregião Nordeste",2020-05-01,"Atenção Secundária","Enfermeiro",584,3.65
"2483","Macrorregião Nordeste",2020-05-01,"Atenção Secundária","Médico",3920,24.5
"2484","Macrorregião Nordeste",2020-06-01,"APS","Enfermeiro",70188,438.675
"2485","Macrorregião Nordeste",2020-06-01,"APS","Médico",73940,462.125
"2486","Macrorregião Nordeste",2020-06-01,"Atenção Secundária","Enfermeiro",584,3.65
"2487","Macrorregião Nordeste",2020-06-01,"Atenção Secundária","Médico",3984,24.9
"2488","Macrorregião Nordeste",2020-07-01,"APS","Enfermeiro",74868,467.925
"2489","Macrorregião Nordeste",2020-07-01,"APS","Médico",75732,473.325
"2490","Macrorregião Nordeste",2020-07-01,"Atenção Secundária","Enfermeiro",200,1.25
"2491","Macrorregião Nordeste",2020-07-01,"Atenção Secundária","Médico",4720,29.5
"2492","Macrorregião Nordeste",2020-08-01,"APS","Enfermeiro",77284,483.025
"2493","Macrorregião Nordeste",2020-08-01,"APS","Médico",76952,480.95
"2494","Macrorregião Nordeste",2020-08-01,"Atenção Secundária","Enfermeiro",200,1.25
"2495","Macrorregião Nordeste",2020-08-01,"Atenção Secundária","Médico",4848,30.3
"2496","Macrorregião Nordeste",2020-09-01,"APS","Enfermeiro",76852,480.325
"2497","Macrorregião Nordeste",2020-09-01,"APS","Médico",75720,473.25
"2498","Macrorregião Nordeste",2020-09-01,"Atenção Secundária","Enfermeiro",200,1.25
"2499","Macrorregião Nordeste",2020-09-01,"Atenção Secundária","Médico",4960,31
"2500","Macrorregião Nordeste",2020-10-01,"APS","Enfermeiro",77268,482.925
"2501","Macrorregião Nordeste",2020-10-01,"APS","Médico",76544,478.4
"2502","Macrorregião Nordeste",2020-10-01,"Atenção Secundária","Enfermeiro",200,1.25
"2503","Macrorregião Nordeste",2020-10-01,"Atenção Secundária","Médico",4864,30.4
"2504","Macrorregião Nordeste",2020-11-01,"APS","Enfermeiro",77948,487.175
"2505","Macrorregião Nordeste",2020-11-01,"APS","Médico",77496,484.35
"2506","Macrorregião Nordeste",2020-11-01,"Atenção Secundária","Enfermeiro",200,1.25
"2507","Macrorregião Nordeste",2020-11-01,"Atenção Secundária","Médico",5184,32.4
"2508","Macrorregião Nordeste",2020-12-01,"APS","Enfermeiro",75628,472.675
"2509","Macrorregião Nordeste",2020-12-01,"APS","Médico",75464,471.65
"2510","Macrorregião Nordeste",2020-12-01,"Atenção Secundária","Enfermeiro",200,1.25
"2511","Macrorregião Nordeste",2020-12-01,"Atenção Secundária","Médico",4904,30.65
"2512","Macrorregião Nordeste",2021-01-01,"APS","Enfermeiro",77284,483.025
"2513","Macrorregião Nordeste",2021-01-01,"APS","Médico",73604,460.025
"2514","Macrorregião Nordeste",2021-01-01,"Atenção Secundária","Enfermeiro",200,1.25
"2515","Macrorregião Nordeste",2021-01-01,"Atenção Secundária","Médico",6504,40.65
"2516","Macrorregião Nordeste",2021-02-01,"APS","Enfermeiro",75844,474.025
"2517","Macrorregião Nordeste",2021-02-01,"APS","Médico",73052,456.575
"2518","Macrorregião Nordeste",2021-02-01,"Atenção Secundária","Enfermeiro",200,1.25
"2519","Macrorregião Nordeste",2021-02-01,"Atenção Secundária","Médico",6956,43.475
"2520","Macrorregião Nordeste",2021-03-01,"APS","Enfermeiro",79588,497.425
"2521","Macrorregião Nordeste",2021-03-01,"APS","Médico",72996,456.225
"2522","Macrorregião Nordeste",2021-03-01,"Atenção Secundária","Enfermeiro",200,1.25
"2523","Macrorregião Nordeste",2021-03-01,"Atenção Secundária","Médico",3972,24.825
"2524","Macrorregião Nordeste",2021-04-01,"APS","Enfermeiro",79484,496.775
"2525","Macrorregião Nordeste",2021-04-01,"APS","Médico",73408,458.8
"2526","Macrorregião Nordeste",2021-04-01,"Atenção Secundária","Enfermeiro",200,1.25
"2527","Macrorregião Nordeste",2021-04-01,"Atenção Secundária","Médico",5972,37.325
"2528","Macrorregião Nordeste",2021-05-01,"APS","Enfermeiro",75244,470.275
"2529","Macrorregião Nordeste",2021-05-01,"APS","Médico",70692,441.825
"2530","Macrorregião Nordeste",2021-05-01,"Atenção Secundária","Enfermeiro",200,1.25
"2531","Macrorregião Nordeste",2021-05-01,"Atenção Secundária","Médico",6172,38.575
"2532","Macrorregião Nordeste",2021-06-01,"APS","Enfermeiro",78460,490.375
"2533","Macrorregião Nordeste",2021-06-01,"APS","Médico",69492,434.325
"2534","Macrorregião Nordeste",2021-06-01,"Atenção Secundária","Enfermeiro",200,1.25
"2535","Macrorregião Nordeste",2021-06-01,"Atenção Secundária","Médico",5464,34.15
"2536","Macrorregião Nordeste",2021-07-01,"APS","Enfermeiro",79156,494.725
"2537","Macrorregião Nordeste",2021-07-01,"APS","Médico",70056,437.85
"2538","Macrorregião Nordeste",2021-07-01,"Atenção Secundária","Enfermeiro",200,1.25
"2539","Macrorregião Nordeste",2021-07-01,"Atenção Secundária","Médico",5796,36.225
"2540","Macrorregião Nordeste",2021-08-01,"APS","Enfermeiro",79228,495.175
"2541","Macrorregião Nordeste",2021-08-01,"APS","Médico",71036,443.975
"2542","Macrorregião Nordeste",2021-08-01,"Atenção Secundária","Enfermeiro",200,1.25
"2543","Macrorregião Nordeste",2021-08-01,"Atenção Secundária","Médico",6480,40.5
"2544","Macrorregião Nordeste",2021-09-01,"APS","Enfermeiro",79100,494.375
"2545","Macrorregião Nordeste",2021-09-01,"APS","Médico",71836,448.975
"2546","Macrorregião Nordeste",2021-09-01,"Atenção Secundária","Enfermeiro",200,1.25
"2547","Macrorregião Nordeste",2021-09-01,"Atenção Secundária","Médico",6640,41.5
"2548","Macrorregião Nordeste",2021-10-01,"APS","Enfermeiro",78700,491.875
"2549","Macrorregião Nordeste",2021-10-01,"APS","Médico",71644,447.775
"2550","Macrorregião Nordeste",2021-10-01,"Atenção Secundária","Enfermeiro",200,1.25
"2551","Macrorregião Nordeste",2021-10-01,"Atenção Secundária","Médico",7952,49.7
"2552","Macrorregião Nordeste",2021-11-01,"APS","Enfermeiro",79044,494.025
"2553","Macrorregião Nordeste",2021-11-01,"APS","Médico",70776,442.35
"2554","Macrorregião Nordeste",2021-11-01,"Atenção Secundária","Enfermeiro",200,1.25
"2555","Macrorregião Nordeste",2021-11-01,"Atenção Secundária","Médico",7696,48.1
"2556","Macrorregião Nordeste",2021-12-01,"APS","Enfermeiro",78260,489.125
"2557","Macrorregião Nordeste",2021-12-01,"APS","Médico",71096,444.35
"2558","Macrorregião Nordeste",2021-12-01,"Atenção Secundária","Enfermeiro",200,1.25
"2559","Macrorregião Nordeste",2021-12-01,"Atenção Secundária","Médico",7636,47.725
"2560","Macrorregião Nordeste",2022-01-01,"APS","Enfermeiro",79668,497.925
"2561","Macrorregião Nordeste",2022-01-01,"APS","Médico",71144,444.65
"2562","Macrorregião Nordeste",2022-01-01,"Atenção Secundária","Enfermeiro",200,1.25
"2563","Macrorregião Nordeste",2022-01-01,"Atenção Secundária","Médico",7716,48.225
"2564","Macrorregião Nordeste",2022-02-01,"APS","Enfermeiro",81500,509.375
"2565","Macrorregião Nordeste",2022-02-01,"APS","Médico",72316,451.975
"2566","Macrorregião Nordeste",2022-02-01,"Atenção Secundária","Enfermeiro",200,1.25
"2567","Macrorregião Nordeste",2022-02-01,"Atenção Secundária","Médico",8004,50.025
"2568","Macrorregião Sudoeste",2007-08-01,"APS","Enfermeiro",17624,110.15
"2569","Macrorregião Sudoeste",2007-08-01,"APS","Médico",24464,152.9
"2570","Macrorregião Sudoeste",2007-08-01,"Atenção Secundária","Enfermeiro",400,2.5
"2571","Macrorregião Sudoeste",2007-09-01,"APS","Enfermeiro",17144,107.15
"2572","Macrorregião Sudoeste",2007-09-01,"APS","Médico",24408,152.55
"2573","Macrorregião Sudoeste",2007-09-01,"Atenção Secundária","Enfermeiro",400,2.5
"2574","Macrorregião Sudoeste",2007-10-01,"APS","Enfermeiro",17400,108.75
"2575","Macrorregião Sudoeste",2007-10-01,"APS","Médico",24100,150.625
"2576","Macrorregião Sudoeste",2007-10-01,"Atenção Secundária","Enfermeiro",280,1.75
"2577","Macrorregião Sudoeste",2007-11-01,"APS","Enfermeiro",17768,111.05
"2578","Macrorregião Sudoeste",2007-11-01,"APS","Médico",24060,150.375
"2579","Macrorregião Sudoeste",2007-11-01,"Atenção Secundária","Enfermeiro",280,1.75
"2580","Macrorregião Sudoeste",2007-12-01,"APS","Enfermeiro",17768,111.05
"2581","Macrorregião Sudoeste",2007-12-01,"APS","Médico",24060,150.375
"2582","Macrorregião Sudoeste",2007-12-01,"Atenção Secundária","Enfermeiro",280,1.75
"2583","Macrorregião Sudoeste",2008-01-01,"APS","Enfermeiro",17768,111.05
"2584","Macrorregião Sudoeste",2008-01-01,"APS","Médico",24220,151.375
"2585","Macrorregião Sudoeste",2008-01-01,"Atenção Secundária","Enfermeiro",280,1.75
"2586","Macrorregião Sudoeste",2008-02-01,"APS","Enfermeiro",17928,112.05
"2587","Macrorregião Sudoeste",2008-02-01,"APS","Médico",23848,149.05
"2588","Macrorregião Sudoeste",2008-02-01,"Atenção Secundária","Enfermeiro",280,1.75
"2589","Macrorregião Sudoeste",2008-03-01,"APS","Enfermeiro",17928,112.05
"2590","Macrorregião Sudoeste",2008-03-01,"APS","Médico",24096,150.6
"2591","Macrorregião Sudoeste",2008-03-01,"Atenção Secundária","Enfermeiro",280,1.75
"2592","Macrorregião Sudoeste",2008-04-01,"APS","Enfermeiro",18248,114.05
"2593","Macrorregião Sudoeste",2008-04-01,"APS","Médico",24340,152.125
"2594","Macrorregião Sudoeste",2008-04-01,"Atenção Secundária","Enfermeiro",280,1.75
"2595","Macrorregião Sudoeste",2008-05-01,"APS","Enfermeiro",18248,114.05
"2596","Macrorregião Sudoeste",2008-05-01,"APS","Médico",24680,154.25
"2597","Macrorregião Sudoeste",2008-05-01,"Atenção Secundária","Enfermeiro",280,1.75
"2598","Macrorregião Sudoeste",2008-06-01,"APS","Enfermeiro",18568,116.05
"2599","Macrorregião Sudoeste",2008-06-01,"APS","Médico",24768,154.8
"2600","Macrorregião Sudoeste",2008-06-01,"Atenção Secundária","Enfermeiro",280,1.75
"2601","Macrorregião Sudoeste",2008-07-01,"APS","Enfermeiro",18568,116.05
"2602","Macrorregião Sudoeste",2008-07-01,"APS","Médico",24768,154.8
"2603","Macrorregião Sudoeste",2008-07-01,"Atenção Secundária","Enfermeiro",300,1.875
"2604","Macrorregião Sudoeste",2008-08-01,"APS","Enfermeiro",19048,119.05
"2605","Macrorregião Sudoeste",2008-08-01,"APS","Médico",24512,153.2
"2606","Macrorregião Sudoeste",2008-08-01,"Atenção Secundária","Enfermeiro",320,2
"2607","Macrorregião Sudoeste",2008-09-01,"APS","Enfermeiro",19208,120.05
"2608","Macrorregião Sudoeste",2008-09-01,"APS","Médico",24776,154.85
"2609","Macrorregião Sudoeste",2008-09-01,"Atenção Secundária","Enfermeiro",320,2
"2610","Macrorregião Sudoeste",2008-10-01,"APS","Enfermeiro",19208,120.05
"2611","Macrorregião Sudoeste",2008-10-01,"APS","Médico",24688,154.3
"2612","Macrorregião Sudoeste",2008-10-01,"Atenção Secundária","Enfermeiro",320,2
"2613","Macrorregião Sudoeste",2008-11-01,"APS","Enfermeiro",19648,122.8
"2614","Macrorregião Sudoeste",2008-11-01,"APS","Médico",24264,151.65
"2615","Macrorregião Sudoeste",2008-11-01,"Atenção Secundária","Enfermeiro",320,2
"2616","Macrorregião Sudoeste",2008-12-01,"APS","Enfermeiro",19768,123.55
"2617","Macrorregião Sudoeste",2008-12-01,"APS","Médico",24264,151.65
"2618","Macrorregião Sudoeste",2008-12-01,"Atenção Secundária","Enfermeiro",320,2
"2619","Macrorregião Sudoeste",2009-01-01,"APS","Enfermeiro",19888,124.3
"2620","Macrorregião Sudoeste",2009-01-01,"APS","Médico",24744,154.65
"2621","Macrorregião Sudoeste",2009-01-01,"Atenção Secundária","Enfermeiro",320,2
"2622","Macrorregião Sudoeste",2009-02-01,"APS","Enfermeiro",20736,129.6
"2623","Macrorregião Sudoeste",2009-02-01,"APS","Médico",25132,157.075
"2624","Macrorregião Sudoeste",2009-02-01,"Atenção Secundária","Enfermeiro",400,2.5
"2625","Macrorregião Sudoeste",2009-03-01,"APS","Enfermeiro",20260,126.625
"2626","Macrorregião Sudoeste",2009-03-01,"APS","Médico",23564,147.275
"2627","Macrorregião Sudoeste",2009-03-01,"Atenção Secundária","Enfermeiro",400,2.5
"2628","Macrorregião Sudoeste",2009-04-01,"APS","Enfermeiro",20164,126.025
"2629","Macrorregião Sudoeste",2009-04-01,"APS","Médico",23112,144.45
"2630","Macrorregião Sudoeste",2009-04-01,"Atenção Secundária","Enfermeiro",400,2.5
"2631","Macrorregião Sudoeste",2009-05-01,"APS","Enfermeiro",20464,127.9
"2632","Macrorregião Sudoeste",2009-05-01,"APS","Médico",23076,144.225
"2633","Macrorregião Sudoeste",2009-05-01,"Atenção Secundária","Enfermeiro",320,2
"2634","Macrorregião Sudoeste",2009-06-01,"APS","Enfermeiro",20712,129.45
"2635","Macrorregião Sudoeste",2009-06-01,"APS","Médico",22916,143.225
"2636","Macrorregião Sudoeste",2009-06-01,"Atenção Secundária","Enfermeiro",320,2
"2637","Macrorregião Sudoeste",2009-07-01,"APS","Enfermeiro",20552,128.45
"2638","Macrorregião Sudoeste",2009-07-01,"APS","Médico",22828,142.675
"2639","Macrorregião Sudoeste",2009-07-01,"Atenção Secundária","Enfermeiro",320,2
"2640","Macrorregião Sudoeste",2009-08-01,"APS","Enfermeiro",20944,130.9
"2641","Macrorregião Sudoeste",2009-08-01,"APS","Médico",22860,142.875
"2642","Macrorregião Sudoeste",2009-08-01,"Atenção Secundária","Enfermeiro",320,2
"2643","Macrorregião Sudoeste",2009-09-01,"APS","Enfermeiro",20816,130.1
"2644","Macrorregião Sudoeste",2009-09-01,"APS","Médico",23420,146.375
"2645","Macrorregião Sudoeste",2009-09-01,"Atenção Secundária","Enfermeiro",320,2
"2646","Macrorregião Sudoeste",2009-10-01,"APS","Enfermeiro",20656,129.1
"2647","Macrorregião Sudoeste",2009-10-01,"APS","Médico",22780,142.375
"2648","Macrorregião Sudoeste",2009-10-01,"Atenção Secundária","Enfermeiro",480,3
"2649","Macrorregião Sudoeste",2009-11-01,"APS","Enfermeiro",20656,129.1
"2650","Macrorregião Sudoeste",2009-11-01,"APS","Médico",22584,141.15
"2651","Macrorregião Sudoeste",2009-11-01,"Atenção Secundária","Enfermeiro",480,3
"2652","Macrorregião Sudoeste",2009-12-01,"APS","Enfermeiro",21056,131.6
"2653","Macrorregião Sudoeste",2009-12-01,"APS","Médico",22920,143.25
"2654","Macrorregião Sudoeste",2009-12-01,"Atenção Secundária","Enfermeiro",480,3
"2655","Macrorregião Sudoeste",2010-01-01,"APS","Enfermeiro",20416,127.6
"2656","Macrorregião Sudoeste",2010-01-01,"APS","Médico",22928,143.3
"2657","Macrorregião Sudoeste",2010-01-01,"Atenção Secundária","Enfermeiro",480,3
"2658","Macrorregião Sudoeste",2010-02-01,"APS","Enfermeiro",20576,128.6
"2659","Macrorregião Sudoeste",2010-02-01,"APS","Médico",23180,144.875
"2660","Macrorregião Sudoeste",2010-02-01,"Atenção Secundária","Enfermeiro",480,3
"2661","Macrorregião Sudoeste",2010-03-01,"APS","Enfermeiro",20376,127.35
"2662","Macrorregião Sudoeste",2010-03-01,"APS","Médico",23352,145.95
"2663","Macrorregião Sudoeste",2010-03-01,"Atenção Secundária","Enfermeiro",480,3
"2664","Macrorregião Sudoeste",2010-04-01,"APS","Enfermeiro",20696,129.35
"2665","Macrorregião Sudoeste",2010-04-01,"APS","Médico",23396,146.225
"2666","Macrorregião Sudoeste",2010-04-01,"Atenção Secundária","Enfermeiro",480,3
"2667","Macrorregião Sudoeste",2010-05-01,"APS","Enfermeiro",20696,129.35
"2668","Macrorregião Sudoeste",2010-05-01,"APS","Médico",23172,144.825
"2669","Macrorregião Sudoeste",2010-05-01,"Atenção Secundária","Enfermeiro",480,3
"2670","Macrorregião Sudoeste",2010-06-01,"APS","Enfermeiro",20536,128.35
"2671","Macrorregião Sudoeste",2010-06-01,"APS","Médico",23180,144.875
"2672","Macrorregião Sudoeste",2010-06-01,"Atenção Secundária","Enfermeiro",480,3
"2673","Macrorregião Sudoeste",2010-07-01,"APS","Enfermeiro",20736,129.6
"2674","Macrorregião Sudoeste",2010-07-01,"APS","Médico",22920,143.25
"2675","Macrorregião Sudoeste",2010-07-01,"Atenção Secundária","Enfermeiro",480,3
"2676","Macrorregião Sudoeste",2010-08-01,"APS","Enfermeiro",20928,130.8
"2677","Macrorregião Sudoeste",2010-08-01,"APS","Médico",23408,146.3
"2678","Macrorregião Sudoeste",2010-08-01,"Atenção Secundária","Enfermeiro",480,3
"2679","Macrorregião Sudoeste",2010-09-01,"APS","Enfermeiro",20872,130.45
"2680","Macrorregião Sudoeste",2010-09-01,"APS","Médico",22404,140.025
"2681","Macrorregião Sudoeste",2010-09-01,"Atenção Secundária","Enfermeiro",320,2
"2682","Macrorregião Sudoeste",2010-10-01,"APS","Enfermeiro",20912,130.7
"2683","Macrorregião Sudoeste",2010-10-01,"APS","Médico",22176,138.6
"2684","Macrorregião Sudoeste",2010-10-01,"Atenção Secundária","Enfermeiro",320,2
"2685","Macrorregião Sudoeste",2010-11-01,"APS","Enfermeiro",21072,131.7
"2686","Macrorregião Sudoeste",2010-11-01,"APS","Médico",22272,139.2
"2687","Macrorregião Sudoeste",2010-11-01,"Atenção Secundária","Enfermeiro",320,2
"2688","Macrorregião Sudoeste",2010-12-01,"APS","Enfermeiro",21072,131.7
"2689","Macrorregião Sudoeste",2010-12-01,"APS","Médico",22268,139.175
"2690","Macrorregião Sudoeste",2010-12-01,"Atenção Secundária","Enfermeiro",320,2
"2691","Macrorregião Sudoeste",2011-01-01,"APS","Enfermeiro",21072,131.7
"2692","Macrorregião Sudoeste",2011-01-01,"APS","Médico",21988,137.425
"2693","Macrorregião Sudoeste",2011-01-01,"Atenção Secundária","Enfermeiro",320,2
"2694","Macrorregião Sudoeste",2011-02-01,"APS","Enfermeiro",21232,132.7
"2695","Macrorregião Sudoeste",2011-02-01,"APS","Médico",22484,140.525
"2696","Macrorregião Sudoeste",2011-02-01,"Atenção Secundária","Enfermeiro",320,2
"2697","Macrorregião Sudoeste",2011-03-01,"APS","Enfermeiro",21392,133.7
"2698","Macrorregião Sudoeste",2011-03-01,"APS","Médico",22504,140.65
"2699","Macrorregião Sudoeste",2011-03-01,"Atenção Secundária","Enfermeiro",320,2
"2700","Macrorregião Sudoeste",2011-04-01,"APS","Enfermeiro",20912,130.7
"2701","Macrorregião Sudoeste",2011-04-01,"APS","Médico",22972,143.575
"2702","Macrorregião Sudoeste",2011-04-01,"Atenção Secundária","Enfermeiro",240,1.5
"2703","Macrorregião Sudoeste",2011-05-01,"APS","Enfermeiro",21144,132.15
"2704","Macrorregião Sudoeste",2011-05-01,"APS","Médico",23284,145.525
"2705","Macrorregião Sudoeste",2011-05-01,"Atenção Secundária","Enfermeiro",240,1.5
"2706","Macrorregião Sudoeste",2011-06-01,"APS","Enfermeiro",21424,133.9
"2707","Macrorregião Sudoeste",2011-06-01,"APS","Médico",23744,148.4
"2708","Macrorregião Sudoeste",2011-06-01,"Atenção Secundária","Enfermeiro",240,1.5
"2709","Macrorregião Sudoeste",2011-07-01,"APS","Enfermeiro",21424,133.9
"2710","Macrorregião Sudoeste",2011-07-01,"APS","Médico",23668,147.925
"2711","Macrorregião Sudoeste",2011-07-01,"Atenção Secundária","Enfermeiro",240,1.5
"2712","Macrorregião Sudoeste",2011-08-01,"APS","Enfermeiro",21216,132.6
"2713","Macrorregião Sudoeste",2011-08-01,"APS","Médico",23316,145.725
"2714","Macrorregião Sudoeste",2011-08-01,"Atenção Secundária","Enfermeiro",240,1.5
"2715","Macrorregião Sudoeste",2011-08-01,"Atenção Secundária","Médico",4400,27.5
"2716","Macrorregião Sudoeste",2011-09-01,"APS","Enfermeiro",21416,133.85
"2717","Macrorregião Sudoeste",2011-09-01,"APS","Médico",23656,147.85
"2718","Macrorregião Sudoeste",2011-09-01,"Atenção Secundária","Enfermeiro",240,1.5
"2719","Macrorregião Sudoeste",2011-09-01,"Atenção Secundária","Médico",4512,28.2
"2720","Macrorregião Sudoeste",2011-10-01,"APS","Enfermeiro",21376,133.6
"2721","Macrorregião Sudoeste",2011-10-01,"APS","Médico",23376,146.1
"2722","Macrorregião Sudoeste",2011-10-01,"Atenção Secundária","Enfermeiro",240,1.5
"2723","Macrorregião Sudoeste",2011-10-01,"Atenção Secundária","Médico",4512,28.2
"2724","Macrorregião Sudoeste",2011-11-01,"APS","Enfermeiro",21736,135.85
"2725","Macrorregião Sudoeste",2011-11-01,"APS","Médico",23216,145.1
"2726","Macrorregião Sudoeste",2011-11-01,"Atenção Secundária","Enfermeiro",240,1.5
"2727","Macrorregião Sudoeste",2011-11-01,"Atenção Secundária","Médico",4520,28.25
"2728","Macrorregião Sudoeste",2011-12-01,"APS","Enfermeiro",21736,135.85
"2729","Macrorregião Sudoeste",2011-12-01,"APS","Médico",23256,145.35
"2730","Macrorregião Sudoeste",2011-12-01,"Atenção Secundária","Enfermeiro",240,1.5
"2731","Macrorregião Sudoeste",2011-12-01,"Atenção Secundária","Médico",4552,28.45
"2732","Macrorregião Sudoeste",2012-01-01,"APS","Enfermeiro",21992,137.45
"2733","Macrorregião Sudoeste",2012-01-01,"APS","Médico",24460,152.875
"2734","Macrorregião Sudoeste",2012-01-01,"Atenção Secundária","Enfermeiro",240,1.5
"2735","Macrorregião Sudoeste",2012-01-01,"Atenção Secundária","Médico",4432,27.7
"2736","Macrorregião Sudoeste",2012-02-01,"APS","Enfermeiro",22600,141.25
"2737","Macrorregião Sudoeste",2012-02-01,"APS","Médico",24420,152.625
"2738","Macrorregião Sudoeste",2012-02-01,"Atenção Secundária","Enfermeiro",240,1.5
"2739","Macrorregião Sudoeste",2012-02-01,"Atenção Secundária","Médico",4612,28.825
"2740","Macrorregião Sudoeste",2012-03-01,"APS","Enfermeiro",22520,140.75
"2741","Macrorregião Sudoeste",2012-03-01,"APS","Médico",24460,152.875
"2742","Macrorregião Sudoeste",2012-03-01,"Atenção Secundária","Enfermeiro",240,1.5
"2743","Macrorregião Sudoeste",2012-03-01,"Atenção Secundária","Médico",4588,28.675
"2744","Macrorregião Sudoeste",2012-04-01,"APS","Enfermeiro",22360,139.75
"2745","Macrorregião Sudoeste",2012-04-01,"APS","Médico",24256,151.6
"2746","Macrorregião Sudoeste",2012-04-01,"Atenção Secundária","Enfermeiro",240,1.5
"2747","Macrorregião Sudoeste",2012-04-01,"Atenção Secundária","Médico",4432,27.7
"2748","Macrorregião Sudoeste",2012-05-01,"APS","Enfermeiro",22680,141.75
"2749","Macrorregião Sudoeste",2012-05-01,"APS","Médico",24332,152.075
"2750","Macrorregião Sudoeste",2012-05-01,"Atenção Secundária","Enfermeiro",240,1.5
"2751","Macrorregião Sudoeste",2012-05-01,"Atenção Secundária","Médico",4432,27.7
"2752","Macrorregião Sudoeste",2012-06-01,"APS","Enfermeiro",22680,141.75
