ano,mes,tipo_unidade,nivel_atencao,cbo,categoria,especialidade,FTE,quantidade
2014,11,CENTRO DE SAUDE/UNIDADE BASICA,APS,225155,Médico,Médico endocrinologista e metabologista,92,6
2015,07,UNIDADE DE ATENCAO A SAUDE INDIGENA,APS,223505,Enfermeiro,Enfermeiro,40,2
2016,06,UNIDADE DE ATENCAO A SAUDE INDIGENA,APS,225125,Médico,Médico clínico,40,2
2016,06,POSTO DE SAUDE,APS,225124,Médico,Médico pediatra,122,8
2017,03,HOSPITAL GERAL,Atenção Secundária,225250,Médico,Médico ginecologista e obstetra,8790,737
2017,04,CENTRO DE SAUDE/UNIDADE BASICA,APS,225125,Médico,Médico clínico,8891,433
2017,08,POSTO DE SAUDE,APS,225120,Médico,Médico cardiologista,10,1
2017,11,UNIDADE MISTA,Atenção Secundária,225250,Médico,Médico ginecologista e obstetra,30,3
2017,11,UNIDADE MOVEL TERRESTRE,Atenção Secundária,225250,Médico,Médico ginecologista e obstetra,40,1
2017,11,COOPERATIVA OU EMPRESA DE CESSAO DE TRABALHADORES NA SAUDE,Atenção Secundária,225250,Médico,Médico ginecologista e obstetra,22,5
2019,02,PRONTO ATENDIMENTO,Atenção Secundária,225250,Médico,Médico ginecologista e obstetra,38,4
2019,08,CENTRO DE SAUDE/UNIDADE BASICA,APS,225112,Médico,Médico neurologista,138,12
2019,12,CENTRO DE SAUDE/UNIDADE BASICA,APS,225130,Médico,Médico de família e comunidade,1580,41
2020,04,POSTO DE SAUDE,APS,225125,Médico,Médico clínico,1372,66
2020,08,CENTRO DE SAUDE/UNIDADE BASICA,APS,223565,Enfermeiro,Enfermeiro da estratégia de saúde da família,65413,1646
2020,08,CENTRO DE SAUDE/UNIDADE BASICA,APS,225265,Médico,Médico oftalmologista,66,6
2020,08,CENTRO DE SAUDE/UNIDADE BASICA,APS,225112,Médico,Médico neurologista,116,11
2020,08,HOSPITAL/DIA - ISOLADO,Atenção Secundária,225250,Médico,Médico ginecologista e obstetra,86,5
2021,12,CENTRO DE SAUDE/UNIDADE BASICA,APS,225140,Médico,Médico do trabalho,66,6
2021,12,HOSPITAL ESPECIALIZADO,Atenção Secundária,225250,Médico,Médico ginecologista e obstetra,5641,311
2021,12,UNIDADE DE ATENCAO A SAUDE INDIGENA,APS,225125,Médico,Médico clínico,60,2
2007,09,CENTRO DE SAUDE/UNIDADE BASICA,APS,2235C1,Enfermeiro,,41939,1049
2007,09,POSTO DE SAUDE,APS,2235C2,Enfermeiro,,312,17
2007,09,POSTO DE SAUDE,APS,223147,Médico,,12,1
2007,11,CENTRO DE SAUDE/UNIDADE BASICA,APS,223128,Médico,,70,4
2007,11,CENTRO DE SAUDE/UNIDADE BASICA,APS,223142,Médico,,221,14
2007,11,CENTRO DE SAUDE/UNIDADE BASICA,APS,223530,Enfermeiro,Enfermeiro do trabalho,38,2
2007,12,CENTRO DE SAUDE/UNIDADE BASICA,APS,223120,Médico,,26,3
2008,09,CENTRO DE SAUDE/UNIDADE BASICA,APS,223102,Médico,,60,3
2009,01,CENTRO DE SAUDE/UNIDADE BASICA,APS,223530,Enfermeiro,Enfermeiro do trabalho,38,2
2010,06,CENTRO DE SAUDE/UNIDADE BASICA,APS,2235C2,Enfermeiro,,1897,62
2010,06,CENTRO DE SAUDE/UNIDADE BASICA,APS,223125,Médico,,209,13
2010,06,CENTRO DE SAUDE/UNIDADE BASICA,APS,223156,Médico,,120,3
2010,06,POSTO DE SAUDE,APS,223138,Médico,,6,1
2011,01,POSTO DE SAUDE,APS,223149,Médico,,177,15
2011,01,POSTO DE SAUDE,APS,223153,Médico,,3,1
2014,04,HOSPITAL GERAL,Atenção Secundária,225250,Médico,Médico ginecologista e obstetra,9557,789
2014,04,PRONTO SOCORRO GERAL,Atenção Secundária,225250,Médico,Médico ginecologista e obstetra,150,10
2014,04,CENTRO DE SAUDE/UNIDADE BASICA,APS,225140,Médico,Médico do trabalho,176,11
2014,07,CENTRO DE SAUDE/UNIDADE BASICA,APS,225135,Médico,Médico dermatologista,346,23
2014,07,POSTO DE SAUDE,APS,225125,Médico,Médico clínico,1043,65
2014,07,UNIDADE MOVEL DE NIVEL PRE-HOSPITALAR NA AREA DE URGENCIA,Atenção Secundária,225250,Médico,Médico ginecologista e obstetra,44,2
2015,02,UNIDADE MISTA,Atenção Secundária,225250,Médico,Médico ginecologista e obstetra,22,2
2015,08,CENTRO DE SAUDE/UNIDADE BASICA,APS,223550,Enfermeiro,Enfermeiro psiquiátrico,82,5
2015,08,CONSULTORIO ISOLADO,Atenção Secundária,225250,Médico,Médico ginecologista e obstetra,102,9
2016,12,CENTRO DE SAUDE/UNIDADE BASICA,APS,223550,Enfermeiro,Enfermeiro psiquiátrico,40,3
2017,02,CONSULTORIO ISOLADO,Atenção Secundária,225250,Médico,Médico ginecologista e obstetra,148,10
2019,05,UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO),Atenção Secundária,225250,Médico,Médico ginecologista e obstetra,255,17
2019,06,CENTRO DE SAUDE/UNIDADE BASICA,APS,225103,Médico,Médico infectologista,134,7
2020,11,CENTRAL DE REGULACAO DO ACESSO,Atenção Secundária,225250,Médico,Médico ginecologista e obstetra,100,6
2020,11,CENTRO DE SAUDE/UNIDADE BASICA,APS,225185,Médico,Médico hematologista,4,1
2021,04,CENTRO DE SAUDE/UNIDADE BASICA,APS,225265,Médico,Médico oftalmologista,68,6
2021,04,CENTRAL DE REGULACAO DO ACESSO,Atenção Secundária,225250,Médico,Médico ginecologista e obstetra,40,3
2021,04,CENTRO DE APOIO A SAUDE DA FAMILIA,APS,225133,Médico,Médico psiquiatra,20,1
2021,04,PRONTO ATENDIMENTO,Atenção Secundária,225250,Médico,Médico ginecologista e obstetra,24,2
2007,08,CENTRO DE SAUDE/UNIDADE BASICA,APS,223157,Médico,,274,17
2008,01,CENTRO DE SAUDE/UNIDADE BASICA,APS,223116,Médico,,43072,1081
2008,01,POSTO DE SAUDE,APS,2235C1,Enfermeiro,,3160,79
2010,01,CENTRO DE SAUDE/UNIDADE BASICA,APS,223126,Médico,,12,1
2010,01,CENTRO DE SAUDE/UNIDADE BASICA,APS,223122,Médico,,44,2
2010,01,CENTRO DE SAUDE/UNIDADE BASICA,APS,223129,Médico,,60,1
2011,07,CENTRO DE SAUDE/UNIDADE BASICA,APS,223142,Médico,,239,18
2011,11,POSTO DE SAUDE,APS,225275,Médico,Médico otorrinolaringologista,9,2
2012,03,PRONTO SOCORRO GERAL,Atenção Secundária,225250,Médico,Médico ginecologista e obstetra,363,21
2013,03,POSTO DE SAUDE,APS,225250,Médico,Médico ginecologista e obstetra,160,18
2015,01,UNIDADE DE ATENCAO A SAUDE INDIGENA,APS,225125,Médico,Médico clínico,40,2
2015,01,UNIDADE MISTA,Atenção Secundária,225250,Médico,Médico ginecologista e obstetra,22,2
2015,01,HOSPITAL/DIA - ISOLADO,Atenção Secundária,225250,Médico,Médico ginecologista e obstetra,20,1
2015,03,CENTRO DE SAUDE/UNIDADE BASICA,APS,225280,Médico,Médico coloproctologista,20,3
2015,05,CLINICA/CENTRO DE ESPECIALIDADE,Atenção Secundária,225250,Médico,Médico ginecologista e obstetra,684,57
2015,05,CENTRO DE SAUDE/UNIDADE BASICA,APS,225255,Médico,Médico mastologista,7,1
2016,04,POSTO DE SAUDE,APS,225142,Médico,Médico da estratégia de saúde da família,3394,85
2016,04,UNIDADE DE ATENCAO A SAUDE INDIGENA,APS,225125,Médico,Médico clínico,40,2
2016,08,CENTRO DE SAUDE/UNIDADE BASICA,APS,225170,Médico,Médico generalista,126,5
2018,12,CENTRO DE SAUDE/UNIDADE BASICA,APS,223565,Enfermeiro,Enfermeiro da estratégia de saúde da família,62797,1577
2018,12,CENTRO DE SAUDE/UNIDADE BASICA,APS,225255,Médico,Médico mastologista,11,2
2018,12,CENTRO DE SAUDE/UNIDADE BASICA,APS,2231A2,Médico,,2,1
2019,03,CENTRO DE SAUDE/UNIDADE BASICA,APS,225225,Médico,Médico cirurgião geral,203,16
2020,05,CENTRO DE SAUDE/UNIDADE BASICA,APS,225103,Médico,Médico infectologista,90,6
2020,06,CLINICA/CENTRO DE ESPECIALIDADE,Atenção Secundária,225250,Médico,Médico ginecologista e obstetra,1567,125
2020,06,POSTO DE SAUDE,APS,225142,Médico,Médico da estratégia de saúde da família,3839,100
2020,06,CENTRO DE SAUDE/UNIDADE BASICA,APS,225127,Médico,Médico pneumologista,48,4
2020,06,CENTRO DE APOIO A SAUDE DA FAMILIA,APS,225130,Médico,Médico de família e comunidade,20,1
2020,09,POSTO DE SAUDE,APS,225125,Médico,Médico clínico,1827,86
2020,09,HOSPITAL/DIA - ISOLADO,Atenção Secundária,225250,Médico,Médico ginecologista e obstetra,86,5
2020,09,CENTRO DE SAUDE/UNIDADE BASICA,APS,225115,Médico,Médico angiologista,7,2
2021,03,PRONTO SOCORRO GERAL,Atenção Secundária,225250,Médico,Médico ginecologista e obstetra,115,6
2021,05,CLINICA/CENTRO DE ESPECIALIDADE,Atenção Secundária,225250,Médico,Médico ginecologista e obstetra,1577,132
2021,05,CENTRO DE SAUDE/UNIDADE BASICA,APS,225109,Médico,Médico nefrologista,56,3
2021,10,CENTRO DE SAUDE/UNIDADE BASICA,APS,225124,Médico,Médico pediatra,2553,190
2022,01,CENTRO DE SAUDE/UNIDADE BASICA,APS,225165,Médico,Médico gastroenterologista,30,3
2022,01,CENTRO DE SAUDE/UNIDADE BASICA,APS,225105,Médico,Médico acupunturista,22,2
2008,02,CENTRO DE SAUDE/UNIDADE BASICA,APS,223153,Médico,,253,15
2008,03,CENTRO DE SAUDE/UNIDADE BASICA,APS,223146,Médico,,454,31
2008,03,CENTRO DE SAUDE/UNIDADE BASICA,APS,2231A2,Médico,,116,11
2008,03,POSTO DE SAUDE,APS,2235C2,Enfermeiro,,184,12
2008,07,CENTRO DE SAUDE/UNIDADE BASICA,APS,223120,Médico,,19,3
2009,06,CENTRO DE SAUDE/UNIDADE BASICA,APS,223111,Médico,,10,1
2009,06,CENTRO DE SAUDE/UNIDADE BASICA,APS,223138,Médico,,226,14
2009,07,CENTRO DE SAUDE/UNIDADE BASICA,APS,223545,Enfermeiro,Enfermeiro obstétrico,304,10
2009,07,CENTRO DE APOIO A SAUDE DA FAMILIA,APS,223132,Médico,,20,1
2009,09,CENTRO DE SAUDE/UNIDADE BASICA,APS,223120,Médico,,20,3
2010,05,POSTO DE SAUDE,APS,223132,Médico,,172,18
2010,09,POSTO DE SAUDE,APS,223138,Médico,,6,1
2010,10,CENTRO DE SAUDE/UNIDADE BASICA,APS,223101,Médico,,1,1
2011,10,CENTRO DE SAUDE/UNIDADE BASICA,APS,225160,Médico,Médico fisiatra,32,2
2012,10,CENTRO DE SAUDE/UNIDADE BASICA,APS,223505,Enfermeiro,Enfermeiro,8983,304
2012,12,CENTRO DE SAUDE/UNIDADE BASICA,APS,225195,Médico,Médico homeopata,60,2
2013,12,POSTO DE SAUDE,APS,223505,Enfermeiro,Enfermeiro,1408,54
2013,12,CENTRO DE SAUDE/UNIDADE BASICA,APS,225142,Médico,Médico da estratégia de saúde da família,53508,1343
2013,12,POSTO DE SAUDE,APS,225275,Médico,Médico otorrinolaringologista,5,1
2014,01,CONSULTORIO ISOLADO,Atenção Secundária,225250,Médico,Médico ginecologista e obstetra,83,10
2014,01,CENTRO DE SAUDE/UNIDADE BASICA,APS,225148,Médico,Médico anatomopatologista,4,1
2014,01,CENTRO DE SAUDE/UNIDADE BASICA,APS,225180,Médico,Médico geriatra,1,1
2014,03,POSTO DE SAUDE,APS,225125,Médico,Médico clínico,1065,78
2014,12,CLINICA/CENTRO DE ESPECIALIDADE,Atenção Secundária,225250,Médico,Médico ginecologista e obstetra,765,61
2014,12,POLICLINICA,Atenção Secundária,225250,Médico,Médico ginecologista e obstetra,1689,100
2014,12,POSTO DE SAUDE,APS,225124,Médico,Médico pediatra,135,10
2014,12,POSTO DE SAUDE,APS,225255,Médico,Médico mastologista,4,1
2015,04,CENTRO DE SAUDE/UNIDADE BASICA,APS,225142,Médico,Médico da estratégia de saúde da família,55418,1393
2015,04,PRONTO SOCORRO GERAL,Atenção Secundária,225250,Médico,Médico ginecologista e obstetra,141,9
2015,10,POSTO DE SAUDE,APS,225125,Médico,Médico clínico,1083,67
2015,10,CENTRO DE SAUDE/UNIDADE BASICA,APS,225109,Médico,Médico nefrologista,20,1
2016,01,CENTRO DE SAUDE/UNIDADE BASICA,APS,223565,Enfermeiro,Enfermeiro da estratégia de saúde da família,56050,1405
2016,09,CENTRO DE SAUDE/UNIDADE BASICA,APS,225120,Médico,Médico cardiologista,568,39
2016,09,POSTO DE SAUDE,APS,225170,Médico,Médico generalista,4,1
2016,09,CENTRO DE SAUDE/UNIDADE BASICA,APS,225136,Médico,Médico reumatologista,5,1
2016,10,CENTRO DE SAUDE/UNIDADE BASICA,APS,225160,Médico,Médico fisiatra,10,1
2017,05,CENTRAL DE REGULACAO DO ACESSO,Atenção Secundária,225250,Médico,Médico ginecologista e obstetra,82,5
2017,05,CENTRO DE SAUDE/UNIDADE BASICA,APS,225270,Médico,Médico ortopedista e traumatologista,364,22
2017,05,CENTRAL DE REGULACAO MEDICA DAS URGENCIAS,Atenção Secundária,225250,Médico,Médico ginecologista e obstetra,48,3
2017,05,CENTRO DE SAUDE/UNIDADE BASICA,APS,225255,Médico,Médico mastologista,24,4
2017,10,CENTRO DE APOIO A SAUDE DA FAMILIA,APS,223505,Enfermeiro,Enfermeiro,110,3
2017,10,CENTRO DE SAUDE/UNIDADE BASICA,APS,225160,Médico,Médico fisiatra,20,1
2017,10,CENTRO DE SAUDE/UNIDADE BASICA,APS,225103,Médico,Médico infectologista,88,5
2018,04,CENTRO DE SAUDE/UNIDADE BASICA,APS,225325,Médico,Médico patologista,2,2
2018,04,CENTRO DE SAUDE/UNIDADE BASICA,APS,225180,Médico,Médico geriatra,25,2
2018,04,CENTRO DE SAUDE/UNIDADE BASICA,APS,223560,Enfermeiro,Enfermeiro sanitarista,40,1
2018,05,PRONTO ATENDIMENTO,Atenção Secundária,225250,Médico,Médico ginecologista e obstetra,36,3
2018,08,PRONTO SOCORRO GERAL,Atenção Secundária,225250,Médico,Médico ginecologista e obstetra,175,9
2018,08,CENTRO DE SAUDE/UNIDADE BASICA,APS,225140,Médico,Médico do trabalho,80,5
2018,08,CENTRO DE APOIO A SAUDE DA FAMILIA,APS,225130,Médico,Médico de família e comunidade,40,1
2018,10,POSTO DE SAUDE,APS,225255,Médico,Médico mastologista,4,1
2019,07,CENTRO DE SAUDE/UNIDADE BASICA,APS,225124,Médico,Médico pediatra,2274,142
2019,07,CENTRO DE SAUDE/UNIDADE BASICA,APS,225135,Médico,Médico dermatologista,239,16
2019,09,CENTRO DE SAUDE/UNIDADE BASICA,APS,225135,Médico,Médico dermatologista,229,16
2019,11,UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO),Atenção Secundária,225250,Médico,Médico ginecologista e obstetra,261,19
2019,11,CENTRO DE SAUDE/UNIDADE BASICA,APS,225265,Médico,Médico oftalmologista,84,7
2019,11,CENTRO DE SAUDE/UNIDADE BASICA,APS,225135,Médico,Médico dermatologista,229,16
2021,06,CENTRO DE SAUDE/UNIDADE BASICA,APS,225320,Médico,Médico em radiologia e diagnóstico por imagem,216,22
2021,06,CENTRAL DE GESTAO EM SAUDE,Atenção Secundária,225250,Médico,Médico ginecologista e obstetra,166,9
2021,06,CENTRO DE SAUDE/UNIDADE BASICA,APS,225275,Médico,Médico otorrinolaringologista,52,4
2008,06,CENTRO DE SAUDE/UNIDADE BASICA,APS,223135,Médico,,8,1
2008,11,CENTRO DE SAUDE/UNIDADE BASICA,APS,223109,Médico,,20,1
2008,12,CENTRO DE SAUDE/UNIDADE BASICA,APS,223111,Médico,,30,2
2008,12,CENTRO DE SAUDE/UNIDADE BASICA,APS,223133,Médico,,10,1
2009,12,CENTRO DE SAUDE/UNIDADE BASICA,APS,2235C2,Enfermeiro,,2043,66
2011,03,POSTO DE SAUDE,APS,223106,Médico,,20,2
2011,03,CENTRO DE SAUDE/UNIDADE BASICA,APS,223120,Médico,,7,2
2011,08,UNIDADE MOVEL DE NIVEL PRE-HOSPITALAR NA AREA DE URGENCIA,Atenção Secundária,225250,Médico,Médico ginecologista e obstetra,36,2
2011,09,CENTRO DE SAUDE/UNIDADE BASICA,APS,225135,Médico,Médico dermatologista,428,29
2012,04,POSTO DE SAUDE,APS,225142,Médico,Médico da estratégia de saúde da família,3160,79
2012,04,CENTRO DE APOIO A SAUDE DA FAMILIA,APS,225124,Médico,Médico pediatra,60,3
2014,02,CENTRO DE SAUDE/UNIDADE BASICA,APS,225133,Médico,Médico psiquiatra,339,22
2014,02,POSTO DE SAUDE,APS,225112,Médico,Médico neurologista,12,1
2015,12,CENTRO DE SAUDE/UNIDADE BASICA,APS,225265,Médico,Médico oftalmologista,118,12
2015,12,CENTRO DE SAUDE/UNIDADE BASICA,APS,225225,Médico,Médico cirurgião geral,222,18
2016,05,CENTRAL DE GESTAO EM SAUDE,Atenção Secundária,225250,Médico,Médico ginecologista e obstetra,100,5
2016,05,POSTO DE SAUDE,APS,225275,Médico,Médico otorrinolaringologista,5,1
2017,06,CENTRO DE SAUDE/UNIDADE BASICA,APS,225130,Médico,Médico de família e comunidade,1960,50
2017,06,CENTRAL DE GESTAO EM SAUDE,Atenção Secundária,225250,Médico,Médico ginecologista e obstetra,80,4
2017,12,POSTO DE SAUDE,APS,223505,Enfermeiro,Enfermeiro,1260,56
2017,12,CENTRO DE SAUDE/UNIDADE BASICA,APS,225121,Médico,Médico oncologista clínico,6,1
2018,02,CENTRO DE SAUDE/UNIDADE BASICA,APS,225130,Médico,Médico de família e comunidade,2340,61
2018,02,POSTO DE SAUDE,APS,225133,Médico,Médico psiquiatra,4,1
2018,09,CONSULTORIO ISOLADO,Atenção Secundária,225250,Médico,Médico ginecologista e obstetra,135,10
2018,09,CENTRO DE APOIO A SAUDE DA FAMILIA,APS,223505,Enfermeiro,Enfermeiro,180,5
2020,02,POSTO DE SAUDE,APS,225124,Médico,Médico pediatra,203,16
2020,07,UNIDADE DE ATENCAO A SAUDE INDIGENA,APS,223505,Enfermeiro,Enfermeiro,40,2
2020,07,CENTRO DE SAUDE/UNIDADE BASICA,APS,225280,Médico,Médico coloproctologista,4,1
2021,01,CENTRO DE SAUDE/UNIDADE BASICA,APS,225265,Médico,Médico oftalmologista,68,6
2021,01,CENTRO DE SAUDE/UNIDADE BASICA,APS,225112,Médico,Médico neurologista,114,11
2021,01,CENTRO DE SAUDE/UNIDADE BASICA,APS,225275,Médico,Médico otorrinolaringologista,40,2
2021,07,CENTRO DE APOIO A SAUDE DA FAMILIA,APS,225133,Médico,Médico psiquiatra,20,1
2021,11,CENTRO DE SAUDE/UNIDADE BASICA,APS,225180,Médico,Médico geriatra,78,6
2021,11,POSTO DE SAUDE,APS,225120,Médico,Médico cardiologista,10,2
2008,04,CENTRO DE SAUDE/UNIDADE BASICA,APS,223115,Médico,,11534,666
2008,04,CENTRO DE SAUDE/UNIDADE BASICA,APS,223118,Médico,,214,13
2008,10,CENTRO DE SAUDE/UNIDADE BASICA,APS,223110,Médico,,496,46
2008,10,CENTRO DE SAUDE/UNIDADE BASICA,APS,223106,Médico,,658,47
2008,10,CENTRO DE SAUDE/UNIDADE BASICA,APS,223120,Médico,,19,3
2009,03,POSTO DE SAUDE,APS,223132,Médico,,252,23
2009,03,CENTRO DE SAUDE/UNIDADE BASICA,APS,223125,Médico,,128,8
2009,08,CENTRO DE SAUDE/UNIDADE BASICA,APS,223139,Médico,,47,4
2010,04,CENTRO DE SAUDE/UNIDADE BASICA,APS,223139,Médico,,46,4
2010,04,POSTO DE SAUDE,APS,223117,Médico,,12,1
2011,05,CENTRO DE SAUDE/UNIDADE BASICA,APS,223118,Médico,,180,11
2011,06,CENTRO DE SAUDE/UNIDADE BASICA,APS,223560,Enfermeiro,Enfermeiro sanitarista,166,6
2012,02,CENTRO DE SAUDE/UNIDADE BASICA,APS,223550,Enfermeiro,Enfermeiro psiquiátrico,40,1
2012,02,UNIDADE MISTA,Atenção Secundária,225250,Médico,Médico ginecologista e obstetra,37,4
2012,07,CENTRO DE SAUDE/UNIDADE BASICA,APS,225124,Médico,Médico pediatra,2666,156
2012,07,UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO),Atenção Secundária,225250,Médico,Médico ginecologista e obstetra,327,20
2012,09,POSTO DE SAUDE,APS,225270,Médico,Médico ortopedista e traumatologista,28,3
2013,02,POLICLINICA,Atenção Secundária,225250,Médico,Médico ginecologista e obstetra,726,50
2013,02,PRONTO ATENDIMENTO,Atenção Secundária,225250,Médico,Médico ginecologista e obstetra,1070,55
2013,02,CENTRO DE SAUDE/UNIDADE BASICA,APS,225255,Médico,Médico mastologista,31,3
2013,10,POSTO DE SAUDE,APS,223565,Enfermeiro,Enfermeiro da estratégia de saúde da família,3322,84
2015,06,CENTRO DE SAUDE/UNIDADE BASICA,APS,225225,Médico,Médico cirurgião geral,320,23
2016,02,PRONTO ATENDIMENTO,Atenção Secundária,225250,Médico,Médico ginecologista e obstetra,44,3
2018,06,CENTRAL DE REGULACAO DO ACESSO,Atenção Secundária,225250,Médico,Médico ginecologista e obstetra,102,6
2018,06,PRONTO SOCORRO GERAL,Atenção Secundária,225250,Médico,Médico ginecologista e obstetra,175,9
2019,01,HOSPITAL GERAL,Atenção Secundária,225250,Médico,Médico ginecologista e obstetra,8279,660
2019,01,HOSPITAL/DIA - ISOLADO,Atenção Secundária,225250,Médico,Médico ginecologista e obstetra,86,5
2019,10,CENTRO DE SAUDE/UNIDADE BASICA,APS,2231A2,Médico,,4,2
2020,10,POSTO DE SAUDE,APS,223505,Enfermeiro,Enfermeiro,2455,83
2021,02,CENTRO DE SAUDE/UNIDADE BASICA,APS,225225,Médico,Médico cirurgião geral,131,11
2007,10,CENTRO DE SAUDE/UNIDADE BASICA,APS,223128,Médico,,70,4
2007,10,POSTO DE SAUDE,APS,223147,Médico,,12,1
2009,02,CENTRO DE SAUDE/UNIDADE BASICA,APS,223124,Médico,,284,19
2009,02,POSTO DE SAUDE,APS,223505,Enfermeiro,Enfermeiro,490,24
2009,02,CENTRO DE SAUDE/UNIDADE BASICA,APS,223118,Médico,,202,13
2009,02,POSTO DE SAUDE,APS,223110,Médico,,10,1
2010,07,CENTRO DE SAUDE/UNIDADE BASICA,APS,223117,Médico,,588,36
2010,07,POSTO DE SAUDE,APS,223110,Médico,,10,1
2011,02,CENTRO DE SAUDE/UNIDADE BASICA,APS,223147,Médico,,307,20
2011,12,POSTO DE SAUDE,APS,225120,Médico,Médico cardiologista,40,3
2012,01,CONSULTORIO ISOLADO,Atenção Secundária,225250,Médico,Médico ginecologista e obstetra,113,11
2012,11,CENTRO DE SAUDE/UNIDADE BASICA,APS,225110,Médico,Médico alergista e imunologista,10,1
2013,05,CENTRO DE SAUDE/UNIDADE BASICA,APS,225124,Médico,Médico pediatra,2786,160
2013,05,CENTRO DE SAUDE/UNIDADE BASICA,APS,225270,Médico,Médico ortopedista e traumatologista,483,35
2013,05,CENTRO DE SAUDE/UNIDADE BASICA,APS,225150,Médico,Médico em medicina intensiva,8,1
2013,07,CENTRO DE SAUDE/UNIDADE BASICA,APS,225142,Médico,Médico da estratégia de saúde da família,51588,1295
2013,08,POSTO DE SAUDE,APS,225225,Médico,Médico cirurgião geral,10,1
2014,08,CENTRO DE SAUDE/UNIDADE BASICA,APS,225118,Médico,Médico nutrologista,12,1
2014,08,CENTRO DE SAUDE/UNIDADE BASICA,APS,225280,Médico,Médico coloproctologista,20,3
2014,08,POSTO DE SAUDE,APS,225255,Médico,Médico mastologista,4,1
2014,11,PRONTO SOCORRO GERAL,Atenção Secundária,225250,Médico,Médico ginecologista e obstetra,145,10
2015,07,CENTRO DE SAUDE/UNIDADE BASICA,APS,225320,Médico,Médico em radiologia e diagnóstico por imagem,122,14
2016,06,CENTRO DE SAUDE/UNIDADE BASICA,APS,225165,Médico,Médico gastroenterologista,28,2
2017,01,CENTRO DE SAUDE/UNIDADE BASICA,APS,225125,Médico,Médico clínico,7953,393
2017,03,UNIDADE MOVEL TERRESTRE,Atenção Secundária,225250,Médico,Médico ginecologista e obstetra,40,1
2017,04,CENTRO DE SAUDE/UNIDADE BASICA,APS,225103,Médico,Médico infectologista,89,6
2017,08,CENTRO DE SAUDE/UNIDADE BASICA,APS,225250,Médico,Médico ginecologista e obstetra,2460,150
2017,08,CENTRO DE SAUDE/UNIDADE BASICA,APS,225225,Médico,Médico cirurgião geral,153,15
2017,08,LABORATORIO DE SAUDE PUBLICA,Atenção Secundária,225250,Médico,Médico ginecologista e obstetra,40,2
2017,08,POSTO DE SAUDE,APS,225133,Médico,Médico psiquiatra,8,2
2017,11,CENTRO DE SAUDE/UNIDADE BASICA,APS,225160,Médico,Médico fisiatra,20,1
2017,11,CENTRO DE SAUDE/UNIDADE BASICA,APS,225121,Médico,Médico oncologista clínico,6,1
2018,01,CENTRO DE SAUDE/UNIDADE BASICA,APS,223565,Enfermeiro,Enfermeiro da estratégia de saúde da família,61603,1546
2018,01,CENTRO DE APOIO A SAUDE DA FAMILIA,APS,225112,Médico,Médico neurologista,12,1
2019,02,CENTRO DE SAUDE/UNIDADE BASICA,APS,225148,Médico,Médico anatomopatologista,2,2
2019,02,CENTRO DE SAUDE/UNIDADE BASICA,APS,225165,Médico,Médico gastroenterologista,48,6
2019,08,CENTRO DE SAUDE/UNIDADE BASICA,APS,225124,Médico,Médico pediatra,2279,142
2019,12,CENTRO DE SAUDE/UNIDADE BASICA,APS,225103,Médico,Médico infectologista,106,7
2020,04,POSTO DE SAUDE,APS,225133,Médico,Médico psiquiatra,2,1
2020,04,CENTRO DE SAUDE/UNIDADE BASICA,APS,225170,Médico,Médico generalista,184,7
2020,08,CENTRO DE SAUDE/UNIDADE BASICA,APS,225155,Médico,Médico endocrinologista e metabologista,108,5
2020,08,POSTO DE SAUDE,APS,225225,Médico,Médico cirurgião geral,8,1
2021,12,UNIDADE DE ATENCAO A SAUDE INDIGENA,APS,223505,Enfermeiro,Enfermeiro,40,2
2007,09,CENTRO DE SAUDE/UNIDADE BASICA,APS,223117,Médico,,250,16
2007,09,CENTRO DE SAUDE/UNIDADE BASICA,APS,223118,Médico,,210,12
2007,09,CENTRO DE SAUDE/UNIDADE BASICA,APS,223155,Médico,,5,1
2007,11,POSTO DE SAUDE,APS,2235C2,Enfermeiro,,297,17
2009,01,POSTO DE SAUDE,APS,2235C2,Enfermeiro,,184,12
2009,10,CENTRO DE SAUDE/UNIDADE BASICA,APS,2231A2,Médico,,45,8
2009,10,CENTRO DE SAUDE/UNIDADE BASICA,APS,223134,Médico,,130,4
2010,06,CENTRO DE SAUDE/UNIDADE BASICA,APS,223133,Médico,,20,1
2011,01,CENTRO DE SAUDE/UNIDADE BASICA,APS,223560,Enfermeiro,Enfermeiro sanitarista,770,5
2011,04,CENTRO DE SAUDE/UNIDADE BASICA,APS,223117,Médico,,553,35
2011,04,CENTRO DE SAUDE/UNIDADE BASICA,APS,223129,Médico,,34,2
2013,09,CENTRO DE SAUDE/UNIDADE BASICA,APS,225118,Médico,Médico nutrologista,12,1
2014,04,UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO),Atenção Secundária,225250,Médico,Médico ginecologista e obstetra,350,20
2014,04,CENTRO DE SAUDE/UNIDADE BASICA,APS,225148,Médico,Médico anatomopatologista,4,1
2014,04,UNIDADE MISTA,Atenção Secundária,225250,Médico,Médico ginecologista e obstetra,42,3
2014,07,POSTO DE SAUDE,APS,225142,Médico,Médico da estratégia de saúde da família,3560,89
